"Province/State","Country/Region","Lat","Long","1/22/20","1/23/20","1/24/20","1/25/20","1/26/20","1/27/20","1/28/20","1/29/20","1/30/20","1/31/20","2/1/20","2/2/20","2/3/20","2/4/20","2/5/20","2/6/20","2/7/20","2/8/20","2/9/20","2/10/20","2/11/20","2/12/20","2/13/20","2/14/20","2/15/20","2/16/20","2/17/20","2/18/20","2/19/20","2/20/20","2/21/20","2/22/20","2/23/20","2/24/20","2/25/20","2/26/20","2/27/20","2/28/20","2/29/20","3/1/20","3/2/20","3/3/20","3/4/20","3/5/20","3/6/20","3/7/20","3/8/20","3/9/20","3/10/20","3/11/20","3/12/20","3/13/20","3/14/20","3/15/20","3/16/20","3/17/20","3/18/20","3/19/20","3/20/20","3/21/20","3/22/20","3/23/20","Recent Data","Location"
"-","China","31.201999999999998","121.4491","0","0","1","1","1","3","4","5","5","9","10","10","10","12","15","25","30","41","44","48","52","57","62","90","124","140","161","177","186","199","211","227","249","261","268","272","276","279","287","290","292","294","298","303","306","313","314","315","319","320","321","324","324","324","325","325","326","326","326","327","328","329","329","31.201999999999998,121.4491"
"-","China","39.549","116.1306","0","0","0","0","0","0","0","0","0","0","0","3","3","4","6","13","22","30","34","41","48","54","68","87","101","105","122","136","152","169","184","203","219","234","248","261","274","277","282","294","296","300","301","304","305","307","307","307","307","307","308","310","310","310","310","310","310","310","310","310","310","310","310","39.549,116.1306"
"-","China","26.0789","117.9874","0","0","0","0","0","0","0","0","0","0","0","0","1","3","11","14","20","24","35","39","45","53","57","63","71","82","90","93","112","126","149","162","170","183","199","218","228","235","243","247","255","260","270","277","284","295","295","295","295","295","295","295","295","295","295","295","295","295","295","295","295","295","295","26.0789,117.9874"
"-","China","23.8298","108.7881","0","0","0","0","0","0","2","2","2","2","2","2","7","10","13","14","17","17","18","24","33","32","33","36","44","49","53","69","86","90","97","104","106","112","134","147","161","168","176","181","192","202","210","214","217","218","223","230","234","238","241","243","243","243","248","248","250","250","250","250","250","250","250","23.8298,108.7881"
"-","China","35.1917","108.8701","0","0","0","0","0","0","0","0","0","0","0","0","0","2","6","9","17","20","25","30","32","43","46","54","60","71","79","89","102","118","134","149","163","173","186","192","195","199","207","208","216","216","223","224","226","226","227","227","227","232","232","232","232","232","233","236","237","237","237","239","239","239","239","35.1917,108.8701"
"-","China","24.974","101.48700000000001","0","0","0","0","0","0","0","0","0","1","2","3","5","5","5","7","12","17","18","19","20","26","27","36","42","42","47","57","60","79","96","107","115","124","129","144","150","156","157","163","168","169","169","169","170","170","170","170","170","170","170","170","172","172","172","172","172","172","172","172","172","172","172","24.974,101.48700000000001"
"-","China","19.1959","109.7453","0","0","0","0","0","0","0","0","1","1","1","4","4","5","5","8","10","14","19","19","20","27","30","43","39","52","59","79","84","86","95","104","106","116","124","129","131","133","148","149","151","155","158","158","158","158","159","159","159","159","160","160","160","160","161","161","161","161","161","161","161","161","161","19.1959,109.7453"
"-","China","26.8154","106.8748","0","0","0","0","0","0","0","1","1","2","2","2","2","2","9","6","6","7","7","10","17","18","27","28","41","46","57","66","70","72","77","90","102","102","104","104","112","112","112","112","114","114","114","114","114","115","117","123","129","133","137","140","143","143","144","144","144","144","144","144","144","144","144","26.8154,106.8748"
"-","China","39.3054","117.323","0","0","0","0","0","0","0","0","0","0","0","1","1","2","2","2","2","4","4","8","10","11","21","31","37","45","46","48","54","59","62","65","81","87","91","96","102","102","109","111","111","124","124","128","128","128","128","130","131","131","132","132","132","133","133","133","133","133","133","133","133","133","133","39.3054,117.323"
"-","China","37.5777","112.2922","0","0","0","0","0","0","0","1","1","1","1","3","2","4","5","12","15","21","25","25","30","33","36","38","46","50","53","61","68","76","78","81","88","94","98","104","107","112","114","116","119","124","124","126","126","126","126","127","131","131","132","133","133","133","133","133","133","133","133","133","133","133","133","37.5777,112.2922"
"-","China","37.8099","101.0583","0","0","0","0","0","0","0","0","0","0","0","3","3","4","6","6","9","12","16","17","24","31","39","39","49","54","58","62","65","71","76","76","78","80","80","81","81","82","82","84","85","86","87","87","87","87","87","88","88","88","88","88","89","91","91","91","91","91","98","113","114","114","114","37.8099,101.0583"
"-","China","22.3","114.2","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","1","1","1","2","2","2","5","6","5","6","11","19","19","24","24","30","33","36","36","37","37","43","46","51","58","59","65","65","67","77","78","81","84","88","92","95","98","98","100","100","100","22.3,114.2"
"-","China","41.2956","122.6085","0","0","0","0","0","0","0","1","1","1","1","1","1","2","4","5","7","8","12","13","19","20","22","29","31","40","43","53","55","59","61","66","73","80","83","88","93","93","96","103","103","106","106","106","106","107","109","109","111","111","112","112","113","114","115","120","122","122","122","122","124","124","124","41.2956,122.6085"
"-","China","43.6661","126.1923","0","0","0","0","0","0","0","0","1","1","1","1","1","1","2","4","4","4","12","13","18","22","24","25","26","30","34","36","37","43","45","52","54","60","63","65","67","73","75","78","83","83","86","88","90","90","90","91","91","91","91","91","91","91","92","92","92","92","92","92","92","92","92","43.6661,126.1923"
"-","Czechia","49.8175","15.472999999999999","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","3","3","3","3","4","6","6","6","6","49.8175,15.472999999999999"
"-","China","41.1129","85.2401","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","3","3","6","6","10","12","12","12","20","22","24","25","28","30","30","34","43","52","62","64","66","68","69","70","71","72","73","73","73","73","73","73","73","73","73","73","73","73","73","73","73","73","73","41.1129,85.2401"
"-","China","44.0935","113.9448","0","0","0","0","0","0","0","0","0","1","1","1","1","1","3","4","5","5","5","5","5","6","6","6","7","8","8","8","10","16","17","26","27","34","35","38","43","45","49","52","54","59","63","65","65","67","70","70","70","71","71","71","71","71","73","73","73","74","74","74","74","74","74","44.0935,113.9448"
"-","China","37.2692","106.1655","0","0","0","0","0","0","0","0","0","0","0","0","1","1","1","1","5","15","13","13","22","24","24","24","33","33","35","42","42","44","48","48","56","58","61","65","68","68","69","69","69","69","69","69","71","71","71","71","71","72","72","72","73","73","75","75","75","75","75","75","75","75","75","37.2692,106.1655"
"-","Taiwan*","23.7","121.0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","1","1","1","1","1","1","1","2","2","2","2","2","2","2","2","2","2","5","5","5","5","6","9","9","12","12","12","12","12","12","13","15","17","17","20","20","20","20","20","22","22","26","26","28","28","28","28","23.7,121.0"
"-","Vietnam","16.0","108.0","0","0","0","0","0","0","0","0","0","0","1","1","1","1","1","1","1","1","1","1","6","6","7","7","7","7","7","7","7","7","14","14","14","14","16","16","16","16","16","16","16","16","16","16","16","16","16","16","16","16","16","16","16","16","16","16","16","16","16","17","17","17","17","16.0,108.0"
"-","Russia","60.0","90.0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","2","2","2","2","2","2","2","2","2","2","2","2","2","2","2","2","2","2","2","2","2","2","2","2","2","3","3","3","3","3","3","8","8","8","8","8","9","9","12","16","16","16","60.0,90.0"
"-","China","35.7452","95.9956","0","0","0","0","0","0","0","0","0","0","0","0","0","0","3","3","3","3","3","3","5","9","11","11","13","13","13","15","16","16","18","18","18","18","18","18","18","18","18","18","18","18","18","18","18","18","18","18","18","18","18","18","18","18","18","18","18","18","18","18","18","18","18","35.7452,95.9956"
"-","China","22.1667","113.55","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","1","1","1","1","1","2","3","3","3","5","5","5","5","6","6","6","6","6","7","7","8","8","8","8","8","9","9","9","10","10","10","10","10","10","10","10","10","10","10","10","10","10","10","10","10","10","10","22.1667,113.55"
"-","Moldova","47.4116","28.3699","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","1","1","1","1","1","1","1","47.4116,28.3699"
"-","Bolivia","-16.2902","-63.5887","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","-16.2902,-63.5887"
"-","Denmark","61.8926","-6.9118","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","61.8926,-6.9118"
"-","France","18.0708","-63.0501","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","18.0708,-63.0501"
"-","Honduras","15.2","-86.2419","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","15.2,-86.2419"
"-","United Kingdom","49.3723","-2.3644","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","49.3723,-2.3644"
"-","Canada","46.5653","-66.4619","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","46.5653,-66.4619"
"-","China","31.6927","88.0924","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","31.6927,88.0924"
"-","Congo (Kinshasa)","-4.0383","21.7587","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","-4.0383,21.7587"
"-","Cote d'Ivoire","7.54","-5.5471","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","1","1","1","1","1","1","1","7.54,-5.5471"
"-","France","17.9","-62.8333","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","17.9,-62.8333"
"-","Jamaica","18.1096","-77.2975","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","2","2","2","2","2","2","2","2","2","18.1096,-77.2975"
"-","Turkey","38.9637","35.2433","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","38.9637,35.2433"
"-","United Kingdom","36.1408","-5.3536","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","1","1","1","1","1","1","1","2","2","2","2","2","2","2","36.1408,-5.3536"
"-","US","47.6477","-122.6413","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","","","47.6477,-122.6413"
"-","US","38.3105","-121.9018","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","","","38.3105,-121.9018"
"-","US","37.0454","-121.958","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","","","37.0454,-121.958"
"-","US","38.5025","-122.2654","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","","","38.5025,-122.2654"
"-","US","34.3705","-119.1391","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","","","34.3705,-119.1391"
"-","US","42.4097","-71.8571","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","","","42.4097,-71.8571"
"-","US","33.9191","-84.0167","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","","","33.9191,-84.0167"
"-","US","33.7956","-84.2279","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","","","33.7956,-84.2279"
"-","US","37.5455","-82.7779","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","","","37.5455,-82.7779"
"-","US","33.4502","-84.4803","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","","","33.4502,-84.4803"
"-","US","32.4893","-94.8521","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","","","32.4893,-94.8521"
"-","US","40.2589","-74.124","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","","","40.2589,-74.124"
"-","US","40.0712","-74.8649","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","","","40.0712,-74.8649"
"-","US","39.9259","-75.1196","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","","","39.9259,-75.1196"
"-","US","40.8568","-74.1285","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","","","40.8568,-74.1285"
"-","US","40.6976","-74.2632","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","","","40.6976,-74.2632"
"-","US","39.6553","-106.8287","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","","","39.6553,-106.8287"
"-","US","40.6956","-105.5943","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","","","40.6956,-105.5943"
"-","US","39.6203","-104.3326","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","","","39.6203,-104.3326"
"-","US","38.5458","-106.9253","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","","","38.5458,-106.9253"
"-","US","41.9879","-88.4016","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","","","41.9879,-88.4016"
"-","US","41.0458","-75.2479","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","","","41.0458,-75.2479"
"-","US","39.9526","-75.1652","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","","","39.9526,-75.1652"
"-","US","36.8508","-76.2859","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","","","36.8508,-76.2859"
"-","US","38.8816","-77.09100000000001","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","","","38.8816,-77.09100000000001"
"-","US","38.2042","-77.6078","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","","","38.2042,-77.6078"
"-","US","39.0768","-77.6536","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","","","39.0768,-77.6536"
"-","US","38.7849","-76.8721","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","","","38.7849,-76.8721"
"-","US","41.3912","-95.4778","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","","","41.3912,-95.4778"
"-","US","34.2465","-80.607","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","","","34.2465,-80.607"
"-","US","32.0575","-111.6661","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","","","32.0575,-111.6661"
"-","US","41.4277","-85.355","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","","","41.4277,-85.355"
"-","US","39.8522","-77.2865","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","","","39.8522,-77.2865"
"-","US","40.0106","-86.4997","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","","","40.0106,-86.4997"
"-","US","43.0186","-89.5498","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","","","43.0186,-89.5498"
"-","US","44.7509","-92.3814","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","","","44.7509,-92.3814"
"-","US","41.4339","-81.6758","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","","","41.4339,-81.6758"
"-","US","41.2603","-111.9522","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","","","41.2603,-111.9522"
"-","US","43.0279","-73.135","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","","","43.0279,-73.135"
"-","US","44.8254","-93.7842","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","","","44.8254,-93.7842"
"-","US","26.8946","-81.9098","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","","","26.8946,-81.9098"
"-","US","34.2515","-84.4803","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","","","34.2515,-84.4803"
"-","US","33.1795","-96.493","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","","","33.1795,-96.493"
"-","US","38.1938","-85.6435","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","","","38.1938,-85.6435"
"-","US","29.6499","-90.1121","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","","","29.6499,-90.1121"
"-","US","40.7909","-121.8474","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","","","40.7909,-121.8474"
"-","US","34.8606","-81.9535","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","","","34.8606,-81.9535"
"-","US","38.4333","-84.3542","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","","","38.4333,-84.3542"
"-","US","41.6699","-91.5984","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","","","41.6699,-91.5984"
"-","US","42.3118","-73.1822","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","","","42.3118,-73.1822"
"-","US","36.1343","-86.822","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","","","36.1343,-86.822"
"-","US","43.1261","-123.2492","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","","","43.1261,-123.2492"
